NAME,LOCALITY,GDA_LAT,GDA_LONG
,,-32.25406,117.59454
,,-33.89402,117.60569
,,-33.08135,117.60009
,,-31.39763,117.58922
,,-34.67758,117.61158
,,-32.23954,117.59474
,,-33.87952,117.6059
,,-33.06684,117.60029
,,-31.38311,117.58941
,,-34.66307,117.6118
,,-32.22503,117.59494
,,-33.86501,117.60611
,,-33.05233,117.6005
,,-31.3686,117.58961
,,-32.21052,117.59514
,,-34.64857,117.61202
,,-33.8505,117.60633
,,-33.03781,117.60071
,,-31.35409,117.5898
,,-32.19601,117.59534
,,-34.63406,117.61224
,,-33.83599,117.60654
,,-33.02331,117.60091
,,-31.33958,117.59
,,-32.18149,117.59554
,,-34.61955,117.61245
,,-33.0088,117.60112
,,-33.82148,117.60675
,,-31.32506,117.59019
,,-32.16698,117.59574
,,-34.60505,117.61267
,,-32.99429,117.60132
,,-33.80698,117.60696
,,-31.31054,117.59039
,,-32.15247,117.59594
,,-34.59054,117.61289
,,-32.97977,117.60153
,,-31.29603,117.59058
,,-33.79247,117.60717
,,-32.13796,117.59614
,,-31.28152,117.59077
,,-32.96526,117.60173
,,-34.57603,117.6131
,,-33.77795,117.60738
,,-32.12344,117.59634
,,-31.267,117.59097
,,-32.95076,117.60194
,,-34.56153,117.61332
,,-33.76345,117.60759
,,-32.10893,117.59654
,,-31.25249,117.59116
,,-32.93625,117.60214
,,-34.54702,117.61353
,,-33.74894,117.6078
,,-32.09442,117.59674
,,-31.23797,117.59136
,,-32.92173,117.60235
,,-34.53251,117.61375
,,-33.73443,117.60801
,,-32.07991,117.59694
,,-31.22346,117.59155
,,-32.90722,117.60255
,,-33.71992,117.60822
,,-34.51801,117.61396
,,-32.06539,117.59714
,,-31.20894,117.59174
,,-32.89271,117.60276
,,-33.70541,117.60843
,,-34.5035,117.61418
,,-32.05088,117.59733
,,-31.19443,117.59194
,,-32.87821,117.60296
,,-33.6909,117.60864
,,-34.489,117.61439
,,-32.03637,117.59753
,,-31.17992,117.59213
,,-32.86369,117.60317
,,-33.6764,117.60885
,,-34.47448,117.61461
,,-32.02186,117.59773
,,-31.1654,117.59232
,,-32.84918,117.60337
,,-33.66188,117.60906
,,-34.45998,117.61482
,,-32.00734,117.59793
,,-31.15088,117.59251
,,-32.83467,117.60358
,,-33.64738,117.60927
,,-34.44547,117.61504
,,-35.22896,117.6209
,,-31.99283,117.59813
,,-31.13637,117.59271
,,-32.82016,117.60378
,,-33.63287,117.60948
,,-31.97832,117.59833
,,-34.43097,117.61525
,,-31.12186,117.5929
,,-35.21445,117.62112
,,-32.80565,117.60398
,,-33.61836,117.60969
,,-31.96381,117.59853
,,-31.10735,117.59309
,,-34.41645,117.61547
,,-35.19995,117.62134
,,-32.79114,117.60418
,,-33.60385,117.6099
,,-31.09282,117.59328
,,-31.94929,117.59872
,,-34.40195,117.61568
,,-35.18544,117.62155
,,-32.77663,117.60439
,,-31.07831,117.59348
,,-31.93478,117.59892
,,-33.58934,117.61011
,,-34.38744,117.61589
,,-35.17094,117.62177
,,-32.76212,117.60459
,,-31.0638,117.59367
,,-31.92027,117.59912
,,-33.57483,117.61032
,,-34.37294,117.6161
,,-35.15643,117.62199
,,-32.7476,117.60479
,,-31.04929,117.59386
,,-31.90576,117.59932
,,-33.56032,117.61053
,,-34.35842,117.61632
,,-35.14193,117.62221
,,-32.73309,117.605
,,-31.03477,117.59405
,,-31.89124,117.59951
,,-33.54581,117.61073
,,-34.34392,117.61654
,,-35.12742,117.62243
,,-32.71858,117.6052
,,-31.02025,117.59424
,,-31.87673,117.59971
,,-33.5313,117.61094
,,-34.32941,117.61675
,,-35.11291,117.62265
,,-32.70407,117.6054
,,-31.86222,117.59991
,,-33.5168,117.61115
,,-34.31491,117.61697
,,-35.09841,117.62287
,,-32.68956,117.60561
,,-31.84771,117.6001
,,-33.50229,117.61136
,,-34.3004,117.61718
,,-32.67505,117.60581
,,-35.0839,117.62309
,,-31.83319,117.6003
,,-33.48777,117.61157
,,-34.28589,117.61739
,,-32.66054,117.60601
,,-35.0694,117.62331
,,-31.81868,117.6005
,,-33.47327,117.61177
,,-34.27139,117.61761
,,-32.64603,117.60621
,,-31.80417,117.60069
,,-35.05489,117.62352
,,-33.45876,117.61198
,,-34.25688,117.61782
,,-32.63151,117.60642
,,-31.78966,117.60089
,,-35.04038,117.62374
,,-33.44424,117.61219
,,-32.617,117.60662
,,-34.24236,117.61803
,,-31.77514,117.60109
,,-35.02588,117.62396
,,-33.42974,117.61239
,,-32.60249,117.60682
,,-34.22786,117.61824
,,-31.76063,117.60128
,,-35.01137,117.62418
,,-33.41523,117.6126
,,-32.58798,117.60702
,,-31.74611,117.60148
,,-34.21335,117.61846
,,-34.99686,117.6244
,,-33.40072,117.61281
,,-32.57347,117.60722
,,-31.7316,117.60167
,,-34.19885,117.61867
,,-34.98236,117.62461
,,-33.38621,117.61302
,,-32.55896,117.60742
,,-31.71708,117.60187
,,-34.18433,117.61888
,,-34.96786,117.62483
,,-33.3717,117.61322
,,-31.70257,117.60207
,,-32.54445,117.60762
,,-34.16983,117.61909
,,-34.95335,117.62505
,,-33.35719,117.61343
,,-31.68806,117.60226
,,-32.52993,117.60783
,,-34.15532,117.6193
,,-34.93884,117.62527
,,-33.34268,117.61363
,,-31.67355,117.60246
,,-32.51542,117.60803
,,-34.14082,117.61951
,,-34.92434,117.62548
,,-33.32817,117.61384
,,-31.65903,117.60265
,,-32.50091,117.60823
,,-34.1263,117.61973
,,-33.31366,117.61405
,,-34.90983,117.6257
,,-31.64452,117.60285
,,-32.4864,117.60843
,,-34.1118,117.61994
,,-33.29915,117.61425
,,-31.63001,117.60304
,,-34.89533,117.62592
,,-32.47188,117.60863
,,-34.09729,117.62015
,,-33.28465,117.61446
,,-31.61549,117.60324
,,-34.88082,117.62613
,,-32.45738,117.60883
,,-34.08278,117.62036
,,-31.60097,117.60343
,,-33.27013,117.61466
,,-32.44287,117.60903
,,-34.86631,117.62635
,,-34.06827,117.62057
,,-31.58646,117.60363
,,-33.25562,117.61487
,,-32.42836,117.60923
,,-34.85181,117.62656
,,-34.05377,117.62078
,,-31.57195,117.60382
,,-33.24111,117.61507
,,-32.41384,117.60943
,,-34.8373,117.62678
,,-34.03926,117.62099
,,-31.55743,117.60401
,,-33.22661,117.61528
,,-32.39933,117.60963
,,-34.82279,117.62699
,,-34.02475,117.6212
,,-31.54292,117.60421
,,-33.21209,117.61548
,,-32.38482,117.60983
,,-34.80829,117.62721
,,-31.52841,117.6044
,,-34.01024,117.62141
,,-33.19758,117.61569
,,-32.37031,117.61003
,,-34.79378,117.62743
,,-31.5139,117.60459
,,-33.99573,117.62162
,,-33.18307,117.61589
,,-32.35579,117.61022
,,-34.77928,117.62764
,,-31.49938,117.60479
,,-33.98123,117.62183
,,-32.34128,117.61042
,,-33.16857,117.6161
,,-34.76477,117.62786
,,-31.48486,117.60498
,,-33.96671,117.62204
,,-32.32677,117.61062
,,-33.15405,117.6163
,,-34.75026,117.62807
,,-31.47035,117.60517
,,-33.95221,117.62225
,,-32.31226,117.61082
,,-33.13954,117.61651
,,-31.45584,117.60537
,,-34.73576,117.62829
,,-33.9377,117.62246
,,-32.29774,117.61102
,,-33.12503,117.61671
,,-31.44132,117.60556
,,-34.72126,117.6285
,,-33.9232,117.62267
,,-32.28323,117.61122
,,-33.11052,117.61692
,,-31.42681,117.60575
,,-34.70674,117.62872
,,-32.26872,117.61142
,,-33.90868,117.62288
,,-33.09601,117.61712
,,-31.4123,117.60595
,,-34.69224,117.62893
,,-32.25421,117.61161
,,-33.89417,117.62309
,,-33.0815,117.61732
,,-31.39779,117.60614
,,-34.67773,117.62914
,,-32.23969,117.61181
,,-33.87967,117.6233
,,-33.06699,117.61753
,,-31.38327,117.60633
,,-34.66323,117.62936
,,-32.22518,117.61201
,,-33.86516,117.62351
,,-33.05248,117.61773
,,-31.36875,117.60652
,,-32.21067,117.61221
,,-34.64871,117.62957
,,-33.85065,117.62371
,,-33.03797,117.61793
,,-31.35424,117.60672
,,-32.19616,117.61241
,,-34.63421,117.62979
,,-33.83614,117.62392
,,-33.02346,117.61814
,,-31.33973,117.60691
,,-32.18164,117.6126
,,-34.61971,117.63
,,-33.00895,117.61834
,,-33.82163,117.62413
,,-31.32521,117.6071
,,-32.16713,117.6128
,,-34.60519,117.63021
,,-32.99444,117.61854
,,-33.80713,117.62434
,,-31.3107,117.60729
,,-32.15262,117.613
,,-34.59069,117.63043
,,-32.97993,117.61874
,,-31.29618,117.60748
,,-33.79261,117.62455
,,-32.13811,117.6132
,,-31.28167,117.60767
,,-32.96542,117.61895
,,-34.57618,117.63064
,,-33.77811,117.62476
,,-32.1236,117.61339
,,-31.26715,117.60787
,,-32.95091,117.61915
,,-34.56168,117.63085
,,-33.7636,117.62496
,,-32.10909,117.61359
,,-31.25264,117.60806
,,-32.93639,117.61935
,,-34.54717,117.63107
,,-33.74909,117.62517
,,-32.09458,117.61379
,,-31.23813,117.60825
,,-32.92188,117.61955
,,-34.53266,117.63127
,,-33.73458,117.62538
,,-32.08006,117.61398
,,-31.22362,117.60844
,,-32.90738,117.61976
,,-33.72007,117.62559
,,-34.51816,117.63149
,,-32.06555,117.61418
,,-31.20909,117.60863
,,-32.89287,117.61996
,,-33.70556,117.62579
,,-34.50365,117.6317
,,-32.05104,117.61437
,,-31.19458,117.60882
,,-32.87835,117.62016
,,-33.69106,117.626
,,-34.48914,117.63191
,,-32.03653,117.61457
,,-31.18007,117.60901
,,-32.86384,117.62036
,,-33.67654,117.62621
,,-34.47463,117.63213
,,-32.02201,117.61477
,,-31.16556,117.6092
,,-32.84933,117.62056
,,-33.66204,117.62641
,,-34.46013,117.63234
,,-32.0075,117.61496
,,-31.15104,117.60939
,,-32.83482,117.62076
,,-33.64753,117.62662
,,-34.44562,117.63255
,,-35.22911,117.63857
,,-31.99299,117.61516
,,-31.13652,117.60958
,,-32.82031,117.62096
,,-33.63302,117.62683
,,-31.97847,117.61535
,,-34.43111,117.63276
,,-31.12201,117.60977
,,-35.2146,117.63879
,,-32.8058,117.62116
,,-33.61851,117.62703
,,-31.96396,117.61555
,,-31.1075,117.60996
,,-34.4166,117.63297
,,-35.2001,117.63901
,,-32.79129,117.62136
,,-33.604,117.62724
,,-31.09298,117.61015
,,-31.94944,117.61574
,,-34.4021,117.63319
,,-35.18559,117.63922
,,-32.77678,117.62156
,,-31.07847,117.61034
,,-31.93493,117.61594
,,-33.58949,117.62744
,,-34.38759,117.63339
,,-35.17109,117.63944
,,-32.76226,117.62177
,,-31.06395,117.61053
,,-31.92042,117.61613
,,-33.57499,117.62765
,,-34.37308,117.63359
,,-35.15658,117.63966
,,-32.74775,117.62197
,,-31.04944,117.61072
,,-31.90591,117.61633
,,-33.56047,117.62786
,,-34.35858,117.63382
,,-35.14208,117.63987
,,-32.73324,117.62217
,,-31.03492,117.61091
,,-31.89139,117.61652
,,-33.54596,117.62806
,,-34.34407,117.63403
,,-35.12757,117.64009
,,-32.71874,117.62237
,,-31.02041,117.6111
,,-31.87688,117.61672
,,-33.53146,117.62827
,,-34.32957,117.63424
,,-35.11306,117.6403
,,-32.70422,117.62257
,,-31.86237,117.61691
,,-33.51694,117.62847
,,-34.31505,117.63445
,,-35.09856,117.64052
,,-32.68971,117.62277
,,-31.84785,117.61711
,,-33.50243,117.62868
,,-34.30055,117.63466
,,-32.6752,117.62297
,,-35.08405,117.64073
,,-31.83334,117.6173
,,-33.48793,117.62888
,,-34.28604,117.63487
,,-32.66069,117.62317
,,-35.06954,117.64095
,,-31.81883,117.61749
,,-33.47342,117.62909
,,-34.27153,117.63508
,,-32.64617,117.62337
,,-31.80432,117.61769
,,-35.05504,117.64116
,,-33.4589,117.62929
,,-34.25702,117.63529
,,-32.63166,117.62356
,,-31.7898,117.61788
,,-35.04054,117.64138
,,-33.4444,117.62949
,,-32.61716,117.62376
,,-34.24252,117.6355
,,-31.77529,117.61808
,,-35.02602,117.64159
,,-33.42989,117.6297
,,-32.60265,117.62396
,,-34.22801,117.63571
,,-31.76078,117.61827
,,-35.01152,117.64181
,,-33.41538,117.6299
,,-32.58813,117.62416
,,-31.74627,117.61846
,,-34.2135,117.63592
,,-34.99702,117.64202
,,-33.40087,117.63011
,,-32.57362,117.62436
,,-31.73175,117.61866
,,-34.19899,117.63613
,,-34.98251,117.64224
,,-33.38636,117.63031
,,-32.55911,117.62456
,,-31.71724,117.61885
,,-34.18449,117.63634
,,-34.968,117.64245
,,-33.37185,117.63051
,,-31.70273,117.61904
,,-32.5446,117.62476
,,-34.16998,117.63654
,,-34.9535,117.64267
,,-33.35734,117.63072
,,-31.68821,117.61923
,,-32.53008,117.62495
,,-34.15547,117.63675
,,-34.93899,117.64288
,,-33.34283,117.63092
,,-31.6737,117.61943
,,-32.51557,117.62515
,,-34.14096,117.63696
,,-34.92449,117.64309
,,-33.32832,117.63113
,,-31.65918,117.61962
,,-32.50107,117.62535
,,-34.12646,117.63717
,,-33.31381,117.63133
,,-34.90998,117.64331
,,-31.64467,117.61981
,,-32.48656,117.62555
,,-34.11195,117.63738
,,-33.29931,117.63153
,,-31.63016,117.62
,,-34.89547,117.64352
,,-32.47204,117.62575
,,-34.09744,117.63759
,,-33.28479,117.63173
,,-31.61564,117.6202
,,-34.88097,117.64373
,,-32.45753,117.62594
,,-34.08293,117.63779
,,-31.60113,117.62039
,,-33.27028,117.63194
,,-32.44302,117.62614
,,-34.86647,117.64395
,,-34.06843,117.638
,,-31.58662,117.62058
,,-33.25577,117.63214
,,-32.4285,117.62634
,,-34.85195,117.64416
,,-34.05392,117.63821
,,-31.5721,117.62077
,,-33.24127,117.63234
,,-32.41399,117.62654
,,-34.83745,117.64437
,,-34.03941,117.63842
,,-31.55758,117.62096
,,-33.22675,117.63254
,,-32.39948,117.62673
,,-34.82294,117.64458
,,-34.0249,117.63863
,,-31.54307,117.62115
,,-33.21224,117.63275
,,-32.38497,117.62693
,,-34.80844,117.6448
,,-31.52856,117.62135
,,-34.01039,117.63883
,,-33.19773,117.63295
,,-32.37045,117.62713
,,-34.79393,117.64501
,,-31.51405,117.62154
,,-33.99589,117.63904
,,-33.18323,117.63315
,,-32.35594,117.62732
,,-34.77942,117.64522
,,-31.49953,117.62173
,,-33.98137,117.63925
,,-32.34143,117.62752
,,-33.16871,117.63335
,,-34.76492,117.64543
,,-31.48502,117.62192
,,-33.96687,117.63945
,,-32.32693,117.62771
,,-33.1542,117.63355
,,-34.75042,117.64565
,,-31.47051,117.62211
,,-33.95236,117.63966
,,-32.31241,117.62791
,,-33.1397,117.63375
,,-31.45599,117.6223
,,-34.7359,117.64586
,,-33.93785,117.63987
,,-32.2979,117.62811
,,-33.12518,117.63396
,,-31.44147,117.62249
,,-34.7214,117.64607
,,-33.92334,117.64007
,,-32.28338,117.6283
,,-33.11067,117.63416
,,-31.42696,117.62268
,,-34.7069,117.64628
,,-32.26887,117.6285
,,-33.90883,117.64028
,,-33.09616,117.63436
,,-31.41245,117.62287
,,-34.69238,117.64649
,,-32.25436,117.62869
,,-33.89433,117.64049
,,-33.08165,117.63456
,,-31.39794,117.62306
,,-34.67787,117.6467
,,-32.23985,117.62889
,,-33.87981,117.64069
,,-33.06714,117.63476
,,-31.38342,117.62325
,,-34.66337,117.64691
,,-32.22534,117.62908
,,-33.86531,117.6409
,,-33.05263,117.63496
,,-31.36891,117.62344
,,-32.21083,117.62928
,,-34.64887,117.64712
,,-33.8508,117.6411
,,-33.03812,117.63516
,,-31.35439,117.62363
,,-32.19631,117.62947
,,-34.63435,117.64734
,,-33.83629,117.64131
,,-33.02361,117.63536
,,-31.33987,117.62382
,,-32.1818,117.62967
,,-34.61985,117.64755
,,-33.00909,117.63556
,,-33.82178,117.64151
,,-31.32536,117.62401
,,-32.16729,117.62986
,,-34.60535,117.64776
,,-32.99459,117.63576
,,-33.80727,117.64172
,,-31.31085,117.6242
,,-32.15278,117.63006
,,-34.59084,117.64797
,,-32.98008,117.63596
,,-31.29634,117.62439
,,-33.79277,117.64192
,,-32.13826,117.63025
,,-31.28182,117.62457
,,-32.96557,117.63616
,,-34.57633,117.64818
,,-33.77826,117.64213
,,-32.12375,117.63045
,,-31.2673,117.62476
,,-32.95105,117.63636
,,-34.56182,117.64839
,,-33.76374,117.64233
,,-32.10924,117.63064
,,-31.25279,117.62495
,,-32.93655,117.63656
,,-34.54732,117.6486
,,-33.74924,117.64254
,,-32.09473,117.63083
,,-31.23828,117.62514
,,-32.92204,117.63676
,,-34.53281,117.64881
,,-33.73473,117.64274
,,-32.08021,117.63103
,,-31.22376,117.62533
,,-32.90753,117.63696
,,-33.72022,117.64295
,,-34.5183,117.64901
,,-32.0657,117.63122
,,-31.20925,117.62552
,,-32.89301,117.63716
,,-33.70571,117.64315
,,-34.5038,117.64922
,,-32.05119,117.63141
,,-31.19474,117.6257
,,-32.8785,117.63736
,,-33.6912,117.64336
,,-34.48929,117.64943
,,-32.03668,117.63161
,,-31.18022,117.62589
,,-32.86399,117.63755
,,-33.6767,117.64356
,,-34.47479,117.64964
,,-32.02216,117.6318
,,-31.1657,117.62608
,,-32.84949,117.63775
,,-33.66219,117.64376
,,-34.46027,117.64985
,,-32.00765,117.63199
,,-31.15119,117.62627
,,-32.83497,117.63795
,,-33.64767,117.64397
,,-34.44577,117.65006
,,-35.22925,117.65625
,,-31.99314,117.63219
,,-31.13668,117.62645
,,-32.82046,117.63815
,,-33.63317,117.64417
,,-31.97862,117.63238
,,-34.43126,117.65027
,,-31.12216,117.62664
,,-35.21475,117.65647
,,-32.80595,117.63834
,,-33.61866,117.64437
,,-31.96411,117.63257
,,-31.10764,117.62683
,,-34.41675,117.65048
,,-35.20024,117.65668
,,-32.79144,117.63854
,,-33.60415,117.64458
,,-31.09313,117.62702
,,-31.9496,117.63276
,,-34.40224,117.65069
,,-35.18574,117.65689
,,-32.77693,117.63874
,,-31.07862,117.6272
,,-31.93509,117.63296
,,-33.58964,117.64478
,,-34.38774,117.65089
,,-35.17123,117.65711
,,-32.76242,117.63894
,,-31.06411,117.62739
,,-31.92057,117.63315
,,-33.57513,117.64498
,,-34.37324,117.6511
,,-35.15673,117.65732
,,-32.74791,117.63914
,,-31.04959,117.62758
,,-31.90606,117.63334
,,-33.56062,117.64519
,,-34.35872,117.65131
,,-35.14222,117.65753
,,-32.73339,117.63934
,,-31.03507,117.62776
,,-31.89155,117.63353
,,-33.54611,117.64539
,,-34.34422,117.65152
,,-35.12772,117.65774
,,-32.71888,117.63953
,,-31.02056,117.62795
,,-31.87704,117.63373
,,-33.5316,117.64559
,,-34.32971,117.65173
,,-35.11321,117.65796
,,-32.70437,117.63973
,,-31.86252,117.63392
,,-33.51709,117.64579
,,-34.31521,117.65193
,,-35.0987,117.65817
,,-32.68986,117.63993
,,-31.84801,117.63411
,,-33.50259,117.64599
,,-34.30069,117.65214
,,-32.67534,117.64012
,,-35.0842,117.65838
,,-31.8335,117.6343
,,-33.48807,117.6462
,,-34.28619,117.65235
,,-32.66084,117.64032
,,-35.0697,117.65859
,,-31.81898,117.63449
,,-33.47356,117.6464
,,-34.27168,117.65255
,,-32.64633,117.64052
,,-31.80446,117.63468
,,-35.05518,117.6588
,,-33.45906,117.6466
,,-34.25718,117.65276
,,-32.63182,117.64071
,,-31.78995,117.63487
,,-35.04068,117.65902
,,-33.44455,117.6468
,,-32.6173,117.64091
,,-34.24266,117.65297
,,-31.77544,117.63506
,,-35.02618,117.65923
,,-33.43003,117.647
,,-32.60279,117.64111
,,-34.22816,117.65317
,,-31.76093,117.63526
,,-35.01166,117.65944
,,-33.41553,117.6472
,,-32.58828,117.6413
,,-31.74641,117.63545
,,-34.21365,117.65338
,,-34.99716,117.65965
,,-33.40102,117.64741
,,-32.57377,117.6415
,,-31.7319,117.63564
,,-34.19915,117.65359
,,-34.98266,117.65986
,,-33.38651,117.64761
,,-32.55925,117.64169
,,-31.71739,117.63583
,,-34.18463,117.65379
,,-34.96815,117.66007
,,-33.372,117.64781
,,-31.70288,117.63602
,,-32.54475,117.64189
,,-34.17013,117.654
,,-34.95364,117.66028
,,-33.35749,117.64801
,,-31.68836,117.63621
,,-32.53024,117.64208
,,-34.15562,117.6542
,,-34.93914,117.6605
,,-33.34298,117.64821
,,-31.67385,117.6364
,,-32.51573,117.64228
,,-34.14111,117.65441
,,-34.92463,117.66071
,,-33.32847,117.64841
,,-31.65933,117.63659
,,-32.50121,117.64247
,,-34.1266,117.65462
,,-33.31396,117.64861
,,-34.91013,117.66092
,,-31.64482,117.63678
,,-32.4867,117.64267
,,-34.1121,117.65482
,,-33.29945,117.64881
,,-31.6303,117.63697
,,-34.89562,117.66113
,,-32.47219,117.64286
,,-34.09759,117.65503
,,-33.28494,117.64901
,,-31.61579,117.63716
,,-34.88111,117.66134
,,-32.45768,117.64306
,,-34.08308,117.65523
,,-31.60128,117.63735
,,-33.27043,117.64921
,,-32.44316,117.64325
,,-34.86661,117.66155
,,-34.06857,117.65544
,,-31.58676,117.63753
,,-33.25592,117.64941
,,-32.42865,117.64345
,,-34.85211,117.66176
,,-34.05406,117.65564
,,-31.57225,117.63772
,,-33.24141,117.64961
,,-32.41414,117.64364
,,-34.83759,117.66197
,,-34.03956,117.65585
,,-31.55774,117.63791
,,-33.2269,117.64981
,,-32.39964,117.64384
,,-34.82309,117.66217
,,-34.02504,117.65605
,,-31.54323,117.6381
,,-33.21239,117.65001
,,-32.38512,117.64403
,,-34.80859,117.66238
,,-31.52871,117.63829
,,-34.01054,117.65625
,,-33.19788,117.65021
,,-32.37061,117.64422
,,-34.79407,117.66259
,,-31.51419,117.63848
,,-33.99603,117.65646
,,-33.18337,117.65041
,,-32.3561,117.64442
,,-34.77957,117.6628
,,-31.49968,117.63867
,,-33.98152,117.65666
,,-32.34158,117.64461
,,-33.16886,117.6506
,,-34.76506,117.66301
,,-31.48517,117.63885
,,-33.96701,117.65687
,,-32.32707,117.64481
,,-33.15435,117.6508
,,-34.75056,117.66322
,,-31.47065,117.63904
,,-33.9525,117.65707
,,-32.31256,117.645
,,-33.13984,117.651
,,-31.45614,117.63923
,,-34.73605,117.66343
,,-33.938,117.65727
,,-32.29805,117.64519
,,-33.12533,117.6512
,,-31.44163,117.63942
,,-34.72154,117.66364
,,-33.92349,117.65748
,,-32.28353,117.64538
,,-33.11082,117.6514
,,-31.42712,117.63961
,,-34.70704,117.66385
,,-32.26902,117.64558
,,-33.90898,117.65768
,,-33.0963,117.6516
,,-31.4126,117.63979
,,-34.69253,117.66405
,,-32.25451,117.64577
,,-33.89447,117.65788
,,-33.0818,117.65179
,,-31.39808,117.63998
,,-34.67802,117.66426
,,-32.24,117.64596
,,-33.87997,117.65809
,,-33.06729,117.65199
,,-31.38357,117.64017
,,-34.66352,117.66447
,,-32.22548,117.64616
,,-33.86546,117.65829
,,-33.05278,117.65219
,,-31.36906,117.64035
,,-32.21097,117.64635
,,-34.64901,117.66468
,,-33.85094,117.65849
,,-33.03826,117.65239
,,-31.35454,117.64054
,,-32.19646,117.64654
,,-34.63451,117.66489
,,-33.83644,117.65869
,,-33.02376,117.65259
,,-31.34003,117.64073
,,-32.18195,117.64673
,,-34.61999,117.66509
,,-33.00925,117.65278
,,-33.82193,117.6589
,,-31.32552,117.64092
,,-32.16743,117.64692
,,-34.60549,117.6653
,,-32.99474,117.65298
,,-33.80742,117.6591
,,-31.311,117.6411
,,-32.15292,117.64712
,,-34.59099,117.66551
,,-32.98022,117.65318
,,-31.29648,117.64129
,,-33.79291,117.6593
,,-32.13841,117.64731
,,-31.28197,117.64147
,,-32.96571,117.65337
,,-34.57648,117.66572
,,-33.7784,117.6595
,,-32.1239,117.6475
,,-31.26746,117.64166
,,-32.95121,117.65357
,,-34.56197,117.66592
,,-33.7639,117.65971
,,-32.10938,117.64769
,,-31.25295,117.64185
,,-32.9367,117.65377
,,-34.54746,117.66613
,,-33.74938,117.65991
,,-32.09487,117.64788
,,-31.23842,117.64203
,,-32.92218,117.65396
,,-34.53296,117.66634
,,-33.73487,117.66011
,,-32.08036,117.64807
,,-31.22391,117.64222
,,-32.90767,117.65416
,,-33.72037,117.66031
,,-34.51845,117.66654
,,-32.06585,117.64826
,,-31.2094,117.6424
,,-32.89316,117.65436
,,-33.70586,117.66051
,,-34.50394,117.66675
,,-32.05133,117.64845
,,-31.19488,117.64259
,,-32.87865,117.65455
,,-33.69135,117.66071
,,-34.48944,117.66695
,,-32.03682,117.64864
,,-31.18037,117.64277
,,-32.86414,117.65475
,,-33.67684,117.66091
,,-34.47493,117.66716
,,-32.02231,117.64884
,,-31.16586,117.64296
,,-32.84963,117.65494
,,-33.66233,117.66111
,,-34.46042,117.66737
,,-32.00779,117.64903
,,-31.15134,117.64314
,,-32.83512,117.65514
,,-33.64783,117.66131
,,-34.44591,117.66757
,,-35.22939,117.67393
,,-31.99328,117.64922
,,-31.13682,117.64333
,,-32.8206,117.65533
,,-33.63331,117.66152
,,-31.97877,117.64941
,,-34.43141,117.66778
,,-31.12231,117.64351
,,-35.21489,117.67414
,,-32.8061,117.65553
,,-33.6188,117.66172
,,-31.96426,117.6496
,,-31.1078,117.6437
,,-34.4169,117.66798
,,-35.20039,117.67435
,,-32.79159,117.65572
,,-33.6043,117.66192
,,-31.09328,117.64388
,,-31.94974,117.64979
,,-34.40239,117.66819
,,-35.18588,117.67456
,,-32.77708,117.65592
,,-31.07876,117.64407
,,-31.93523,117.64998
,,-33.58979,117.66212
,,-34.38788,117.66839
,,-35.17137,117.67477
,,-32.76256,117.65611
,,-31.06425,117.64425
,,-31.92072,117.65017
,,-33.57528,117.66232
,,-34.37338,117.6686
,,-35.15687,117.67498
,,-32.74805,117.65631
,,-31.04974,117.64444
,,-31.90621,117.65035
,,-33.56077,117.66252
,,-34.35887,117.6688
,,-35.14237,117.67519
,,-32.73354,117.6565
,,-31.03523,117.64462
,,-31.89169,117.65054
,,-33.54626,117.66272
,,-34.34436,117.66901
,,-35.12786,117.6754
,,-32.71903,117.6567
,,-31.0207,117.6448
,,-31.87718,117.65073
,,-33.53175,117.66291
,,-34.32986,117.66921
,,-35.11335,117.67561
,,-32.70452,117.65689
,,-31.86267,117.65092
,,-33.51724,117.66311
,,-34.31535,117.66942
,,-35.09885,117.67582
,,-32.69001,117.65709
,,-31.84816,117.65111
,,-33.50273,117.66331
,,-34.30085,117.66962
,,-32.6755,117.65728
,,-35.08434,117.67603
,,-31.83364,117.6513
,,-33.48823,117.66351
,,-34.28633,117.66983
,,-32.66099,117.65747
,,-35.06984,117.67624
,,-31.81913,117.65149
,,-33.47371,117.66371
,,-34.27183,117.67003
,,-32.64647,117.65767
,,-31.80462,117.65168
,,-35.05533,117.67644
,,-33.4592,117.66391
,,-34.25732,117.67023
,,-32.63196,117.65786
,,-31.79011,117.65187
,,-35.04082,117.67665
,,-33.44469,117.66411
,,-32.61745,117.65806
,,-34.24281,117.67044
,,-31.77559,117.65205
,,-35.02632,117.67686
,,-33.43019,117.66431
,,-32.60294,117.65825
,,-34.2283,117.67064
,,-31.76108,117.65224
,,-35.01181,117.67707
,,-33.41567,117.66451
,,-32.58843,117.65844
,,-31.74657,117.65243
,,-34.21379,117.67084
,,-34.9973,117.67728
,,-33.40116,117.6647
,,-32.57392,117.65864
,,-31.73205,117.65262
,,-34.19929,117.67105
,,-34.9828,117.67749
,,-33.38666,117.6649
,,-32.55941,117.65883
,,-31.71754,117.65281
,,-34.18478,117.67125
,,-34.9683,117.67769
,,-33.37215,117.6651
,,-31.70302,117.65299
,,-32.54489,117.65902
,,-34.17027,117.67145
,,-34.95379,117.6779
,,-33.35763,117.6653
,,-31.68851,117.65318
,,-32.53038,117.65921
,,-34.15576,117.67166
,,-34.93928,117.67811
,,-33.34312,117.6655
